Date,Open,High,Low,Close,Volume
5-Oct-17,253.54,254.68,253.20,254.66,63012127
4-Oct-17,252.69,253.44,252.56,253.16,55953619
3-Oct-17,252.46,252.89,252.23,252.86,66810169
2-Oct-17,251.49,252.32,251.29,252.32,59022985
29-Sep-17,250.34,251.32,250.13,251.23,85578002
28-Sep-17,249.73,250.44,249.63,250.35,44778841
27-Sep-17,249.88,250.49,248.87,250.05,71852148
26-Sep-17,249.42,249.70,248.80,249.08,54081959
25-Sep-17,249.15,249.55,248.08,248.93,57064357
22-Sep-17,249.05,249.63,249.02,249.44,51214032
21-Sep-17,249.88,249.98,249.18,249.39,48211398
20-Sep-17,250.07,250.19,248.92,250.06,59574083
19-Sep-17,250.00,250.07,249.60,249.97,47108148
18-Sep-17,249.61,250.12,249.28,249.72,46235238
15-Sep-17,248.69,249.29,248.57,249.19,95432382
14-Sep-17,249.80,250.32,249.60,250.09,95446349
13-Sep-17,249.72,250.21,249.59,250.17,59228002
12-Sep-17,249.63,250.09,249.42,250.05,56896027
11-Sep-17,248.04,249.30,248.02,249.21,71364848
8-Sep-17,246.54,247.11,246.30,246.58,63832825
7-Sep-17,247.25,247.27,246.40,246.87,58034730
6-Sep-17,246.84,247.28,246.23,246.90,57916867
5-Sep-17,247.26,247.52,244.95,246.06,91398777
1-Sep-17,247.92,248.33,247.67,247.84,62006989
31-Aug-17,246.72,247.77,246.05,247.49,103803880
30-Aug-17,244.83,246.32,244.62,246.01,62030805
29-Aug-17,243.06,245.15,242.93,244.85,51135715
28-Aug-17,245.17,245.20,244.09,244.57,40565606
25-Aug-17,244.90,245.61,244.39,244.56,64445912
24-Aug-17,245.00,245.18,243.75,243.99,50741671
23-Aug-17,244.33,245.05,244.16,244.56,50203837
22-Aug-17,243.57,245.62,243.55,245.44,63140101
21-Aug-17,242.64,243.20,241.83,242.90,65469736
18-Aug-17,242.90,244.19,242.20,242.71,136747986
17-Aug-17,246.24,246.60,243.09,243.09,128490396
16-Aug-17,247.11,247.57,246.45,246.94,56715544
15-Aug-17,246.98,247.00,246.16,246.51,55242746
14-Aug-17,245.59,246.79,245.55,246.54,73291919
11-Aug-17,244.02,244.80,243.75,244.12,74869947
10-Aug-17,246.29,246.44,243.70,243.76,120479470
9-Aug-17,246.47,247.31,246.06,247.25,62632619
8-Aug-17,247.51,248.91,246.83,247.26,61719353
7-Aug-17,247.49,247.87,247.37,247.87,31995021
4-Aug-17,247.52,247.79,246.97,247.41,60191838
