Date,Open,High,Low,Close,Volume
3-Oct-17,-,-,-,1.59,-
2-Oct-17,-,-,-,1.59,-
1-Oct-17,-,-,-,1.60,-
30-Sep-17,-,-,-,1.59,-
29-Sep-17,-,-,-,1.58,-
28-Sep-17,-,-,-,1.57,-
27-Sep-17,-,-,-,1.58,-
26-Sep-17,-,-,-,1.57,-
25-Sep-17,-,-,-,1.58,-
24-Sep-17,-,-,-,1.58,-
23-Sep-17,-,-,-,1.58,-
22-Sep-17,-,-,-,1.57,-
21-Sep-17,-,-,-,1.58,-
20-Sep-17,-,-,-,1.57,-
19-Sep-17,-,-,-,1.58,-
18-Sep-17,-,-,-,1.57,-
17-Sep-17,-,-,-,1.56,-
16-Sep-17,-,-,-,1.55,-
15-Sep-17,-,-,-,1.54,-
14-Sep-17,-,-,-,1.52,-
13-Sep-17,-,-,-,1.51,-
12-Sep-17,-,-,-,1.49,-
11-Sep-17,-,-,-,1.49,-
10-Sep-17,-,-,-,1.55,-
9-Sep-17,-,-,-,1.58,-
8-Sep-17,-,-,-,1.60,-
7-Sep-17,-,-,-,1.62,-
6-Sep-17,-,-,-,1.63,-
5-Sep-17,-,-,-,1.65,-
4-Sep-17,-,-,-,1.66,-
3-Sep-17,-,-,-,1.60,-
2-Sep-17,-,-,-,1.57,-
1-Sep-17,-,-,-,1.55,-
31-Aug-17,-,-,-,1.55,-
30-Aug-17,-,-,-,1.55,-
29-Aug-17,-,-,-,1.55,-
28-Aug-17,-,-,-,1.55,-
27-Aug-17,-,-,-,1.56,-
26-Aug-17,-,-,-,1.58,-
25-Aug-17,-,-,-,1.60,-
24-Aug-17,-,-,-,1.60,-
23-Aug-17,-,-,-,1.61,-
22-Aug-17,-,-,-,1.61,-
21-Aug-17,-,-,-,1.62,-
20-Aug-17,-,-,-,1.65,-
19-Aug-17,-,-,-,1.65,-
18-Aug-17,-,-,-,1.65,-
17-Aug-17,-,-,-,1.66,-
16-Aug-17,-,-,-,1.66,-
15-Aug-17,-,-,-,1.67,-
14-Aug-17,-,-,-,1.67,-
13-Aug-17,-,-,-,1.67,-
12-Aug-17,-,-,-,1.68,-
11-Aug-17,-,-,-,1.68,-
10-Aug-17,-,-,-,1.68,-
9-Aug-17,-,-,-,1.68,-
8-Aug-17,-,-,-,1.68,-
7-Aug-17,-,-,-,1.68,-
6-Aug-17,-,-,-,1.67,-
5-Aug-17,-,-,-,1.65,-
4-Aug-17,-,-,-,1.66,-
3-Aug-17,-,-,-,1.65,-
2-Aug-17,-,-,-,1.64,-
1-Aug-17,-,-,-,1.64,-
31-Jul-17,-,-,-,1.64,-
30-Jul-17,-,-,-,1.64,-
29-Jul-17,-,-,-,1.63,-
28-Jul-17,-,-,-,1.62,-
27-Jul-17,-,-,-,1.62,-
26-Jul-17,-,-,-,1.62,-
25-Jul-17,-,-,-,1.62,-
24-Jul-17,-,-,-,1.62,-
23-Jul-17,-,-,-,1.62,-
22-Jul-17,-,-,-,1.63,-
21-Jul-17,-,-,-,1.63,-
