Date,Open,High,Low,Close,Volume
3-Oct-17,-,-,-,1.57,-
2-Oct-17,-,-,-,1.57,-
1-Oct-17,-,-,-,1.58,-
30-Sep-17,-,-,-,1.57,-
29-Sep-17,-,-,-,1.57,-
28-Sep-17,-,-,-,1.58,-
27-Sep-17,-,-,-,1.58,-
26-Sep-17,-,-,-,1.59,-
25-Sep-17,-,-,-,1.59,-
24-Sep-17,-,-,-,1.60,-
23-Sep-17,-,-,-,1.60,-
22-Sep-17,-,-,-,1.60,-
21-Sep-17,-,-,-,1.59,-
20-Sep-17,-,-,-,1.59,-
19-Sep-17,-,-,-,1.59,-
18-Sep-17,-,-,-,1.61,-
17-Sep-17,-,-,-,1.61,-
16-Sep-17,-,-,-,1.61,-
15-Sep-17,-,-,-,1.61,-
14-Sep-17,-,-,-,1.61,-
13-Sep-17,-,-,-,1.61,-
12-Sep-17,-,-,-,1.60,-
11-Sep-17,-,-,-,1.58,-
10-Sep-17,-,-,-,1.54,-
9-Sep-17,-,-,-,1.54,-
8-Sep-17,-,-,-,1.54,-
7-Sep-17,-,-,-,1.54,-
6-Sep-17,-,-,-,1.54,-
5-Sep-17,-,-,-,1.54,-
4-Sep-17,-,-,-,1.53,-
3-Sep-17,-,-,-,1.57,-
2-Sep-17,-,-,-,1.55,-
1-Sep-17,-,-,-,1.54,-
31-Aug-17,-,-,-,1.53,-
30-Aug-17,-,-,-,1.52,-
29-Aug-17,-,-,-,1.52,-
28-Aug-17,-,-,-,1.53,-
27-Aug-17,-,-,-,1.51,-
26-Aug-17,-,-,-,1.51,-
25-Aug-17,-,-,-,1.52,-
24-Aug-17,-,-,-,1.53,-
23-Aug-17,-,-,-,1.52,-
22-Aug-17,-,-,-,1.52,-
21-Aug-17,-,-,-,1.53,-
20-Aug-17,-,-,-,1.56,-
19-Aug-17,-,-,-,1.56,-
18-Aug-17,-,-,-,1.56,-
17-Aug-17,-,-,-,1.57,-
16-Aug-17,-,-,-,1.58,-
15-Aug-17,-,-,-,1.58,-
14-Aug-17,-,-,-,1.57,-
13-Aug-17,-,-,-,1.57,-
12-Aug-17,-,-,-,1.59,-
11-Aug-17,-,-,-,1.59,-
10-Aug-17,-,-,-,1.59,-
9-Aug-17,-,-,-,1.60,-
8-Aug-17,-,-,-,1.60,-
7-Aug-17,-,-,-,1.60,-
6-Aug-17,-,-,-,1.60,-
5-Aug-17,-,-,-,1.60,-
4-Aug-17,-,-,-,1.60,-
3-Aug-17,-,-,-,1.59,-
2-Aug-17,-,-,-,1.59,-
1-Aug-17,-,-,-,1.59,-
31-Jul-17,-,-,-,1.59,-
30-Jul-17,-,-,-,1.58,-
29-Jul-17,-,-,-,1.58,-
28-Jul-17,-,-,-,1.58,-
27-Jul-17,-,-,-,1.58,-
26-Jul-17,-,-,-,1.58,-
25-Jul-17,-,-,-,1.58,-
24-Jul-17,-,-,-,1.57,-
23-Jul-17,-,-,-,1.57,-
22-Jul-17,-,-,-,1.58,-
21-Jul-17,-,-,-,1.58,-
20-Jul-17,-,-,-,1.58,-
19-Jul-17,-,-,-,1.59,-
18-Jul-17,-,-,-,1.59,-
17-Jul-17,-,-,-,1.60,-
16-Jul-17,-,-,-,1.60,-
15-Jul-17,-,-,-,1.60,-
14-Jul-17,-,-,-,1.61,-
13-Jul-17,-,-,-,1.61,-
12-Jul-17,-,-,-,1.62,-
11-Jul-17,-,-,-,1.61,-
10-Jul-17,-,-,-,1.56,-
9-Jul-17,-,-,-,1.55,-
8-Jul-17,-,-,-,1.54,-
7-Jul-17,-,-,-,1.54,-
6-Jul-17,-,-,-,1.53,-
5-Jul-17,-,-,-,1.53,-
4-Jul-17,-,-,-,1.52,-
3-Jul-17,-,-,-,1.57,-
2-Jul-17,-,-,-,1.59,-
1-Jul-17,-,-,-,1.59,-
30-Jun-17,-,-,-,1.58,-
29-Jun-17,-,-,-,1.58,-
28-Jun-17,-,-,-,1.58,-
27-Jun-17,-,-,-,1.58,-
26-Jun-17,-,-,-,1.58,-
25-Jun-17,-,-,-,1.58,-
24-Jun-17,-,-,-,1.57,-
23-Jun-17,-,-,-,1.57,-
22-Jun-17,-,-,-,1.58,-
21-Jun-17,-,-,-,1.58,-
20-Jun-17,-,-,-,1.58,-
19-Jun-17,-,-,-,1.57,-
18-Jun-17,-,-,-,1.58,-
17-Jun-17,-,-,-,1.58,-
16-Jun-17,-,-,-,1.59,-
15-Jun-17,-,-,-,1.58,-
14-Jun-17,-,-,-,1.57,-
13-Jun-17,-,-,-,1.56,-
12-Jun-17,-,-,-,1.57,-
11-Jun-17,-,-,-,1.57,-
10-Jun-17,-,-,-,1.56,-
9-Jun-17,-,-,-,1.57,-
8-Jun-17,-,-,-,1.57,-
7-Jun-17,-,-,-,1.57,-
6-Jun-17,-,-,-,1.58,-
5-Jun-17,-,-,-,1.58,-
4-Jun-17,-,-,-,1.53,-
3-Jun-17,-,-,-,1.53,-
2-Jun-17,-,-,-,1.52,-
1-Jun-17,-,-,-,1.51,-
31-May-17,-,-,-,1.50,-
30-May-17,-,-,-,1.49,-
29-May-17,-,-,-,1.49,-
28-May-17,-,-,-,1.53,-
27-May-17,-,-,-,1.53,-
26-May-17,-,-,-,1.54,-
25-May-17,-,-,-,1.54,-
24-May-17,-,-,-,1.55,-
23-May-17,-,-,-,1.55,-
22-May-17,-,-,-,1.55,-
21-May-17,-,-,-,1.56,-
20-May-17,-,-,-,1.55,-
19-May-17,-,-,-,1.55,-
18-May-17,-,-,-,1.55,-
17-May-17,-,-,-,1.55,-
16-May-17,-,-,-,1.56,-
15-May-17,-,-,-,1.56,-
14-May-17,-,-,-,1.56,-
13-May-17,-,-,-,1.56,-
12-May-17,-,-,-,1.56,-
11-May-17,-,-,-,1.56,-
10-May-17,-,-,-,1.56,-
9-May-17,-,-,-,1.57,-
8-May-17,-,-,-,1.57,-
7-May-17,-,-,-,1.57,-
6-May-17,-,-,-,1.58,-
5-May-17,-,-,-,1.58,-
4-May-17,-,-,-,1.58,-
3-May-17,-,-,-,1.59,-
2-May-17,-,-,-,1.59,-
1-May-17,-,-,-,1.59,-
30-Apr-17,-,-,-,1.59,-
29-Apr-17,-,-,-,1.59,-
28-Apr-17,-,-,-,1.59,-
27-Apr-17,-,-,-,1.59,-
26-Apr-17,-,-,-,1.57,-
25-Apr-17,-,-,-,1.57,-
24-Apr-17,-,-,-,1.56,-
23-Apr-17,-,-,-,1.56,-
22-Apr-17,-,-,-,1.56,-
21-Apr-17,-,-,-,1.56,-
20-Apr-17,-,-,-,1.55,-
19-Apr-17,-,-,-,1.55,-
18-Apr-17,-,-,-,1.55,-
17-Apr-17,-,-,-,1.55,-
16-Apr-17,-,-,-,1.55,-
15-Apr-17,-,-,-,1.55,-
14-Apr-17,-,-,-,1.55,-
13-Apr-17,-,-,-,1.57,-
12-Apr-17,-,-,-,1.57,-
11-Apr-17,-,-,-,1.57,-
10-Apr-17,-,-,-,1.57,-
9-Apr-17,-,-,-,1.56,-
8-Apr-17,-,-,-,1.56,-
7-Apr-17,-,-,-,1.55,-
6-Apr-17,-,-,-,1.54,-
5-Apr-17,-,-,-,1.55,-
4-Apr-17,-,-,-,1.55,-
3-Apr-17,-,-,-,1.54,-
2-Apr-17,-,-,-,1.55,-
1-Apr-17,-,-,-,1.56,-
31-Mar-17,-,-,-,1.56,-
30-Mar-17,-,-,-,1.56,-
29-Mar-17,-,-,-,1.56,-
28-Mar-17,-,-,-,1.56,-
27-Mar-17,-,-,-,1.57,-
26-Mar-17,-,-,-,1.56,-
25-Mar-17,-,-,-,1.55,-
24-Mar-17,-,-,-,1.56,-
23-Mar-17,-,-,-,1.55,-
22-Mar-17,-,-,-,1.55,-
21-Mar-17,-,-,-,1.54,-
20-Mar-17,-,-,-,1.53,-
19-Mar-17,-,-,-,1.53,-
18-Mar-17,-,-,-,1.53,-
17-Mar-17,-,-,-,1.53,-
16-Mar-17,-,-,-,1.53,-
15-Mar-17,-,-,-,1.54,-
14-Mar-17,-,-,-,1.55,-
13-Mar-17,-,-,-,1.55,-
12-Mar-17,-,-,-,1.56,-
11-Mar-17,-,-,-,1.56,-
10-Mar-17,-,-,-,1.56,-
9-Mar-17,-,-,-,1.57,-
8-Mar-17,-,-,-,1.56,-
7-Mar-17,-,-,-,1.56,-
6-Mar-17,-,-,-,1.57,-
5-Mar-17,-,-,-,1.63,-
4-Mar-17,-,-,-,1.65,-
3-Mar-17,-,-,-,1.65,-
2-Mar-17,-,-,-,1.65,-
1-Mar-17,-,-,-,1.65,-
28-Feb-17,-,-,-,1.65,-
27-Feb-17,-,-,-,1.64,-
26-Feb-17,-,-,-,1.56,-
25-Feb-17,-,-,-,1.55,-
24-Feb-17,-,-,-,1.54,-
23-Feb-17,-,-,-,1.54,-
22-Feb-17,-,-,-,1.54,-
21-Feb-17,-,-,-,1.54,-
20-Feb-17,-,-,-,1.55,-
19-Feb-17,-,-,-,1.62,-
18-Feb-17,-,-,-,1.62,-
17-Feb-17,-,-,-,1.63,-
16-Feb-17,-,-,-,1.63,-
15-Feb-17,-,-,-,1.62,-
14-Feb-17,-,-,-,1.62,-
13-Feb-17,-,-,-,1.60,-
12-Feb-17,-,-,-,1.53,-
11-Feb-17,-,-,-,1.52,-
10-Feb-17,-,-,-,1.51,-
9-Feb-17,-,-,-,1.51,-
8-Feb-17,-,-,-,1.51,-
7-Feb-17,-,-,-,1.52,-
6-Feb-17,-,-,-,1.53,-
5-Feb-17,-,-,-,1.54,-
4-Feb-17,-,-,-,1.54,-
3-Feb-17,-,-,-,1.55,-
2-Feb-17,-,-,-,1.55,-
1-Feb-17,-,-,-,1.55,-
31-Jan-17,-,-,-,1.55,-
30-Jan-17,-,-,-,1.56,-
29-Jan-17,-,-,-,1.55,-
28-Jan-17,-,-,-,1.55,-
27-Jan-17,-,-,-,1.54,-
26-Jan-17,-,-,-,1.53,-
25-Jan-17,-,-,-,1.53,-
24-Jan-17,-,-,-,1.53,-
23-Jan-17,-,-,-,1.51,-
22-Jan-17,-,-,-,1.50,-
21-Jan-17,-,-,-,1.50,-
20-Jan-17,-,-,-,1.51,-
19-Jan-17,-,-,-,1.51,-
18-Jan-17,-,-,-,1.51,-
17-Jan-17,-,-,-,1.51,-
16-Jan-17,-,-,-,1.50,-
15-Jan-17,-,-,-,1.54,-
14-Jan-17,-,-,-,1.54,-
13-Jan-17,-,-,-,1.54,-
12-Jan-17,-,-,-,1.55,-
11-Jan-17,-,-,-,1.54,-
10-Jan-17,-,-,-,1.55,-
9-Jan-17,-,-,-,1.54,-
8-Jan-17,-,-,-,1.48,-
7-Jan-17,-,-,-,1.46,-
6-Jan-17,-,-,-,1.44,-
5-Jan-17,-,-,-,1.41,-
4-Jan-17,-,-,-,1.39,-
